Bathrooms,Bedrooms,Garage,House_Type,Neighborhood,Pool,Property_ID,Renovated_Year,Sale_Price,Square_Feet,Year_Built
3.5,4,2,Condo,Old City,0,8490,2020,630670,4955,1918
3.0,2,2,Condo,Society Hill,1,8491,2018,1376089,846,2003
1.5,5,0,Apartment,Chestnut Hill,0,8492,2010,247582,2330,1936
1.5,6,0,Apartment,Rittenhouse Square,0,8493,2020,560901,5938,1905
4.0,2,1,Townhouse,University City,0,8494,2015,968056,5057,1974
4.5,3,0,Single Family,Chestnut Hill,0,8495,2010,1452610,1971,1949
2.5,4,2,Loft,Fairmount,0,8496,2020,640570,4299,2017
3.0,5,0,Condo,Center City,0,8497,2018,426515,6152,1972
2.0,1,1,Single Family,Fishtown,0,8498,2018,1437578,3159,1917
2.5,3,2,Apartment,Fairmount,0,8499,2015,1309139,1077,1977
5.0,1,1,Apartment,Fairmount,1,8500,,697405,3829,1931
3.0,5,1,Apartment,Old City,1,8501,2010,488927,1828,1959
4.0,3,0,Townhouse,University City,0,8502,2020,1100381,5152,2012
2.5,2,2,Loft,Bella Vista,0,8503,2010,367369,2912,2018
4.5,6,0,Row House,Fishtown,1,8504,2010,193794,6906,1994
3.0,4,2,Apartment,Society Hill,1,8505,2018,184017,1300,1912
5.0,4,0,Townhouse,Center City,0,8506,2015,332441,5865,1987
5.0,4,0,Single Family,Chestnut Hill,0,8507,2018,736013,6069,1981
1.0,5,2,Row House,Center City,1,8508,2010,191419,2597,1989
1.0,2,0,Row House,Old City,0,8509,,249047,5781,1972
2.0,6,2,Single Family,University City,0,8510,2010,1334617,1857,1937
3.5,1,2,Single Family,Center City,1,8511,2015,1074079,4719,1938
5.0,6,0,Loft,Fishtown,1,8512,2015,550683,2122,1952
1.5,2,0,Condo,Northern Liberties,0,8513,2018,547925,4471,1952
3.5,2,1,Apartment,Bella Vista,1,8514,2020,494319,6204,1934
1.0,1,2,Loft,Bella Vista,0,8515,,179567,4805,2014
2.5,6,0,Apartment,Fairmount,1,8516,2020,611186,6346,2005
1.5,3,1,Single Family,University City,1,8517,2020,188325,2788,1961
2.0,3,0,Single Family,Society Hill,0,8518,2015,192992,4856,1981
3.0,4,2,Loft,Fairmount,1,8519,2010,1175588,3867,1979
2.0,3,1,Mansion,University City,0,8520,2010,619097,2399,1954
2.5,6,1,Apartment,Northern Liberties,1,8521,,974193,1442,1969
1.0,6,0,Apartment,Rittenhouse Square,1,8522,2010,903683,3533,1965
4.5,2,2,Single Family,Northern Liberties,0,8523,2020,1025560,6589,2001
3.0,5,0,Loft,Fishtown,1,8524,2018,937354,3110,2013
2.5,5,2,Row House,Society Hill,0,8525,2018,1007017,3057,2003
4.5,1,0,Single Family,Fairmount,1,8526,2015,394958,4958,1999
3.5,4,1,Apartment,Bella Vista,0,8527,2010,552408,2607,2018
4.5,5,1,Townhouse,Chestnut Hill,0,8528,,1118016,2125,1981
2.5,2,2,Townhouse,Society Hill,1,8529,2010,465079,6668,1952
3.5,4,2,Mansion,Chestnut Hill,1,8530,2010,1362174,3905,1902
1.5,1,1,Townhouse,Fishtown,1,8531,2018,185478,5860,1920
3.5,2,0,Townhouse,Fishtown,1,8532,,1218235,800,1910
1.5,3,2,Row House,Northern Liberties,0,8533,,1090654,4051,1931
1.5,1,1,Mansion,Old City,0,8534,2018,1027206,4729,1976
3.0,3,0,Row House,Fishtown,1,8535,2018,970503,6107,1968
4.5,4,2,Mansion,Chestnut Hill,0,8536,,371159,4254,1965
3.0,6,1,Single Family,University City,0,8537,,1346978,3009,1986
2.0,2,0,Loft,Fishtown,1,8538,2018,996143,2545,1994
4.0,4,1,Apartment,Fishtown,0,8539,2020,951155,6491,1922
3.5,6,1,Apartment,Old City,0,8540,2010,329288,3517,2009
1.0,1,0,Apartment,Rittenhouse Square,0,8541,2015,1272083,3853,1976
3.5,5,2,Condo,Fishtown,1,8542,2018,880611,3521,1958
3.0,1,1,Single Family,Rittenhouse Square,1,8543,2018,856273,831,2013
1.5,5,1,Apartment,Fairmount,0,8544,2018,1142670,5982,1935
2.0,4,2,Loft,Fairmount,1,8545,2015,724445,2193,1932
1.5,6,0,Row House,Northern Liberties,1,8546,2015,886534,6647,1942
1.5,2,0,Row House,Fairmount,1,8547,,392674,3815,2022
5.0,3,2,Single Family,Rittenhouse Square,0,8548,2015,1465755,2165,1953
4.0,2,1,Row House,Bella Vista,0,8549,2010,794248,4675,2015
5.0,2,1,Loft,Fairmount,0,8550,2015,613134,2343,1951
4.5,1,1,Row House,Society Hill,0,8551,2010,677263,4168,1965
3.5,1,0,Loft,Society Hill,0,8552,2010,312864,2559,1951
1.0,1,1,Apartment,Old City,1,8553,,186759,5002,1963
2.5,1,0,Townhouse,Society Hill,0,8554,2020,1427076,1758,1987
2.0,4,0,Townhouse,Rittenhouse Square,1,8555,2010,1020488,929,1992
5.0,1,0,Apartment,Fishtown,0,8556,2010,945417,6062,1974
3.5,4,0,Condo,Center City,1,8557,2010,1004281,4823,1945
3.5,6,0,Townhouse,Fairmount,0,8558,2015,1081808,3857,1946
4.0,4,0,Row House,Northern Liberties,1,8559,2018,1421580,5597,1986
5.0,5,0,Row House,Old City,1,8560,,1188623,6302,1975
3.5,5,1,Townhouse,Fairmount,0,8561,2015,888494,2152,2016
3.5,2,2,Row House,Northern Liberties,1,8562,,366424,2163,1998
3.5,4,2,Row House,Northern Liberties,0,8563,2010,1107857,6754,1943
3.5,5,1,Mansion,Northern Liberties,1,8564,2010,973963,4517,1986
2.5,6,1,Condo,University City,1,8565,2015,498312,2209,2000
4.0,1,2,Apartment,Society Hill,0,8566,2015,1267847,5916,2015
2.5,6,0,Row House,Fishtown,0,8567,2010,423400,4362,1933
5.0,1,0,Row House,Chestnut Hill,1,8568,2020,417090,6548,1960
1.0,3,2,Mansion,Center City,1,8569,2018,1115056,5039,1988
4.5,2,1,Apartment,Rittenhouse Square,0,8570,2015,1040297,1299,1971
3.0,2,0,Mansion,Fishtown,0,8571,,631564,3576,1912
3.0,5,2,Loft,Fairmount,0,8572,2018,1456270,1148,1919
3.5,6,2,Single Family,Bella Vista,0,8573,,905251,1246,1939
2.0,6,0,Mansion,Fairmount,0,8574,,1207002,1621,1924
3.5,2,2,Single Family,Fairmount,0,8575,2018,671593,6082,1939
3.0,3,2,Townhouse,University City,1,8576,2015,429801,2907,1985
5.0,4,2,Loft,Center City,0,8577,2020,984468,1100,2001
4.5,6,1,Single Family,Center City,1,8578,2010,310251,5280,1960
4.0,1,0,Mansion,Bella Vista,1,8579,2010,431823,4397,2005
4.0,1,0,Single Family,Fairmount,0,8580,2020,315031,1111,1938
5.0,5,1,Row House,Bella Vista,1,8581,2010,169801,1720,2017
5.0,5,1,Townhouse,Northern Liberties,1,8582,,527149,6709,1999
3.0,3,2,Condo,Northern Liberties,1,8583,2010,1350183,2173,1933
2.5,2,1,Loft,University City,0,8584,2015,906575,6736,1963
3.0,5,2,Row House,Society Hill,0,8585,,1129919,5628,1996
5.0,3,2,Single Family,Society Hill,1,8586,2018,558941,4244,2022
1.0,3,1,Townhouse,Fairmount,0,8587,2020,984388,3789,2001
5.0,3,0,Loft,Chestnut Hill,1,8588,,854056,3217,1972
3.5,1,1,Condo,Chestnut Hill,1,8589,,358950,2299,1994
1.5,1,0,Row House,Fishtown,1,8590,2018,843914,3321,1922
1.0,2,2,Row House,Fairmount,0,8591,2018,962571,4954,2017
2.5,2,2,Apartment,Old City,0,8592,2010,478627,5624,1918
2.5,4,1,Row House,Bella Vista,1,8593,2015,521098,6905,1917
1.5,5,1,Row House,Fishtown,1,8594,2018,520600,5723,1916
4.0,4,1,Loft,Society Hill,1,8595,2015,1468371,6503,1957
2.5,3,2,Townhouse,Center City,1,8596,2015,1337767,3740,1992
5.0,6,2,Row House,University City,0,8597,2020,719541,1360,2019
3.5,1,0,Row House,Fishtown,0,8598,2020,422104,2143,1955
1.5,5,1,Row House,Fairmount,1,8599,,1072030,2317,1930
2.5,3,1,Loft,Center City,1,8600,2010,1232029,1417,1980
4.0,5,2,Apartment,Center City,1,8601,2020,258052,4151,2014
5.0,2,2,Townhouse,Bella Vista,0,8602,2020,224014,3718,1969
3.5,4,0,Condo,Rittenhouse Square,1,8603,2010,608430,3646,1934
4.0,2,1,Single Family,Chestnut Hill,1,8604,2015,290254,1342,1977
1.5,6,0,Loft,Bella Vista,0,8605,2010,1231934,3966,1919
4.0,5,1,Mansion,Chestnut Hill,0,8606,2015,1182940,5990,1957
2.0,1,2,Apartment,Center City,0,8607,2015,775066,5272,2013
1.0,1,1,Apartment,Northern Liberties,1,8608,2020,341284,5479,1912
1.5,4,2,Apartment,Society Hill,1,8609,2015,1196999,2460,2006
5.0,1,0,Townhouse,Old City,0,8610,2020,1159541,6023,2010
1.0,6,0,Townhouse,Fairmount,1,8611,2010,739741,5226,1922
4.0,3,1,Loft,Society Hill,1,8612,2018,1437340,2468,2016
2.0,6,1,Apartment,Bella Vista,0,8613,2020,1106652,6216,2014
5.0,1,1,Townhouse,Fishtown,1,8614,2010,1368281,5986,1964
3.0,4,0,Row House,Bella Vista,1,8615,2020,1308327,2205,1981
3.0,3,0,Loft,Fairmount,1,8616,2018,279238,4029,1954
5.0,4,2,Townhouse,Rittenhouse Square,1,8617,2020,512889,6906,1930
2.0,4,1,Apartment,Center City,0,8618,2020,1450915,5061,2008
2.0,1,0,Mansion,Society Hill,0,8619,,974175,6410,2002
4.5,6,0,Townhouse,Center City,0,8620,2018,802594,2131,2010
1.5,5,0,Row House,Fishtown,0,8621,2015,426066,1672,2019
3.0,6,1,Condo,Bella Vista,0,8622,2020,1066956,5427,1952
5.0,4,2,Single Family,University City,0,8623,2018,160201,1791,1980
5.0,3,0,Row House,Society Hill,1,8624,2015,707214,1845,1923
5.0,3,1,Apartment,Center City,0,8625,2015,952574,5615,1996
1.0,6,1,Condo,Rittenhouse Square,1,8626,2018,1180932,3250,1993
4.0,3,1,Single Family,Chestnut Hill,0,8627,2020,1111861,1912,1984
2.5,6,2,Row House,Fishtown,0,8628,2015,1129069,4635,1960
2.5,3,1,Apartment,Fishtown,0,8629,2010,922178,4398,1908
4.5,4,2,Loft,Society Hill,0,8630,2020,1229134,4796,1933
5.0,5,2,Row House,Chestnut Hill,1,8631,,344708,6275,1908
3.5,5,2,Loft,Northern Liberties,0,8632,2010,404021,5360,1978
3.5,1,1,Apartment,Bella Vista,0,8633,2015,546541,5952,1960
4.0,6,1,Single Family,Rittenhouse Square,0,8634,2015,651695,4756,2022
2.0,2,1,Mansion,Northern Liberties,1,8635,2020,1346131,864,1985
4.0,2,0,Apartment,Rittenhouse Square,0,8636,2010,180492,4725,1923
2.5,3,0,Loft,Bella Vista,1,8637,,916706,4519,1972
3.5,2,1,Apartment,Rittenhouse Square,1,8638,2018,454489,5498,1936
2.5,3,2,Apartment,Fairmount,1,8639,2010,224027,1737,1902
2.5,4,1,Loft,Fishtown,0,8640,2018,697383,5183,2000
5.0,2,0,Condo,Society Hill,1,8641,,1179465,5959,1959
3.0,6,2,Apartment,Northern Liberties,0,8642,2018,573528,2019,2012
4.0,4,2,Loft,Fishtown,0,8643,2015,1060936,3592,1926
2.5,5,1,Apartment,Fishtown,0,8644,2018,926908,3904,1962
3.0,4,0,Loft,University City,0,8645,2020,966307,6138,1939
4.5,6,0,Condo,Society Hill,1,8646,2010,239801,2135,1926
5.0,5,2,Mansion,Old City,0,8647,2020,842450,6341,1919
3.0,2,1,Mansion,University City,1,8648,2010,529643,4041,1917
2.0,4,1,Apartment,Chestnut Hill,1,8649,2018,1346679,6612,2016
1.0,6,2,Condo,Fishtown,1,8650,2015,1208584,4931,1906
3.5,3,0,Single Family,Old City,0,8651,2020,486523,1543,1965
3.5,2,1,Townhouse,Chestnut Hill,0,8652,2018,986261,4593,1934
3.0,5,1,Townhouse,Fairmount,0,8653,2020,1160005,5538,1939
2.0,5,2,Row House,Rittenhouse Square,0,8654,2018,1007602,6559,1970
2.0,1,2,Condo,Fairmount,1,8655,2015,874036,6201,1969
2.5,5,0,Apartment,Old City,1,8656,,352426,2647,2002
3.0,4,0,Condo,Chestnut Hill,1,8657,,1246086,4443,1994
1.0,3,1,Mansion,Northern Liberties,0,8658,2018,471063,4488,1982
3.0,2,2,Mansion,Northern Liberties,1,8659,2018,772276,1698,1961
3.0,5,1,Mansion,Rittenhouse Square,0,8660,2020,779489,1312,1977
3.5,3,0,Loft,Fairmount,1,8661,2015,408023,5367,1965
3.5,6,2,Apartment,Society Hill,0,8662,2015,152792,1096,2011
4.0,3,1,Row House,Northern Liberties,1,8663,2010,1410131,4608,1982
3.0,4,1,Mansion,Center City,0,8664,2018,938566,5630,1974
2.0,3,2,Row House,Rittenhouse Square,0,8665,,1311279,6988,2004
3.5,2,0,Loft,Rittenhouse Square,0,8666,2020,176491,1463,1918
4.5,1,0,Single Family,Fairmount,1,8667,2020,921120,6060,1963
3.5,4,0,Townhouse,Old City,0,8668,2010,1300673,6366,1978
4.0,5,1,Townhouse,Rittenhouse Square,1,8669,,1119529,5103,1988
1.0,3,2,Loft,Chestnut Hill,1,8670,2010,1167297,5939,2007
5.0,2,2,Row House,Center City,1,8671,,164324,5056,1942
5.0,6,0,Mansion,Rittenhouse Square,0,8672,,1311292,1768,1942
1.5,5,2,Mansion,University City,0,8673,,1346836,1302,1997
2.5,4,2,Single Family,Old City,1,8674,2018,435416,1771,1911
1.5,3,2,Loft,Society Hill,0,8675,2020,449067,3414,1962
1.0,2,0,Townhouse,Old City,0,8676,2020,1117153,6780,1922
4.0,4,2,Condo,Northern Liberties,0,8677,2018,1324998,2350,2001
1.5,1,1,Single Family,Rittenhouse Square,0,8678,2020,1162051,2822,1900
2.0,4,2,Condo,University City,0,8679,,762617,2888,1919
2.5,5,0,Row House,Rittenhouse Square,0,8680,2018,1207597,3437,1999
3.0,6,0,Apartment,Chestnut Hill,0,8681,,277425,2325,1974
1.5,5,2,Loft,Northern Liberties,1,8682,,773401,1618,1995
2.0,3,2,Condo,Bella Vista,0,8683,,820821,6805,1979
2.5,3,2,Apartment,Fairmount,0,8684,,976852,4295,1905
4.0,5,0,Condo,Center City,1,8685,2010,406076,5307,1999
4.5,3,1,Single Family,Old City,1,8686,2010,627112,5885,1941
1.0,4,1,Mansion,Old City,0,8687,2010,718182,5665,2017
3.5,5,1,Townhouse,Fairmount,1,8688,2018,1087977,3672,2010
2.0,1,2,Apartment,Fairmount,1,8689,2018,661685,1494,2015
2.5,1,1,Loft,Old City,0,8690,2018,504815,6503,2011
4.0,4,2,Condo,University City,1,8691,,756269,2159,1978
2.0,6,2,Townhouse,Society Hill,1,8692,,1443480,1040,1958
2.5,2,1,Mansion,Bella Vista,0,8693,2018,773484,6327,1981
1.5,5,2,Townhouse,Northern Liberties,1,8694,2010,452431,1421,2001
3.5,3,0,Apartment,Chestnut Hill,1,8695,2018,370991,3032,2000
1.5,2,0,Row House,Chestnut Hill,0,8696,2010,432777,1728,1990
4.0,1,2,Mansion,Fishtown,1,8697,2020,742994,4558,1960
2.5,1,2,Single Family,Rittenhouse Square,1,8698,2010,551801,5171,1979
1.5,1,0,Townhouse,Society Hill,0,8699,,1269390,1701,1927
2.5,4,1,Apartment,Rittenhouse Square,1,8700,2018,737791,2943,2005
4.0,1,0,Row House,Bella Vista,0,8701,2018,393852,1053,1991
3.5,1,0,Single Family,Fairmount,0,8702,,422088,2280,1946
5.0,2,0,Row House,Old City,0,8703,2010,375947,6429,2001
2.0,3,2,Mansion,Chestnut Hill,0,8704,2018,1155508,2507,2005
4.0,4,0,Single Family,Bella Vista,0,8705,2010,286131,5801,1936
4.0,3,0,Apartment,Northern Liberties,0,8706,,1476251,3653,1989
1.5,4,2,Townhouse,Old City,1,8707,2010,607674,3736,1975
4.0,4,1,Single Family,Northern Liberties,1,8708,2010,401272,4791,1953
4.0,3,2,Mansion,Bella Vista,0,8709,2020,897857,6118,1924
3.0,6,1,Loft,Fishtown,0,8710,,1442572,1958,1907
2.0,6,0,Row House,Rittenhouse Square,1,8711,,1102469,3539,1966
2.0,6,1,Condo,Bella Vista,0,8712,2010,945410,3964,1967
3.5,3,2,Single Family,Fairmount,0,8713,2010,300797,2250,1989
2.0,5,0,Row House,Society Hill,0,8714,2020,1251108,3438,2020
4.0,1,2,Single Family,Old City,1,8715,2018,651877,5140,1952
4.5,2,1,Mansion,Fairmount,0,8716,,234758,5503,2020
4.0,1,2,Condo,Northern Liberties,0,8717,2010,708278,3359,2006
3.0,5,1,Townhouse,Fishtown,0,8718,2020,499096,6086,1901
3.0,4,0,Townhouse,Chestnut Hill,0,8719,2020,1494456,6789,2017
4.0,3,2,Row House,Chestnut Hill,0,8720,,705898,5770,1989
4.0,5,0,Mansion,Fishtown,1,8721,2020,1356826,6062,2012
2.5,2,2,Loft,Center City,1,8722,,758791,4112,1918
4.5,3,0,Condo,Chestnut Hill,1,8723,,846722,2712,1977
2.0,3,1,Mansion,Northern Liberties,1,8724,2018,1049750,1057,1938
2.0,4,1,Townhouse,Old City,0,8725,2020,767843,5602,1986
1.5,6,1,Single Family,Society Hill,1,8726,2018,1110938,4412,2013
3.0,6,2,Townhouse,Rittenhouse Square,1,8727,2020,968449,4831,1930
5.0,6,0,Condo,Center City,0,8728,2010,1126643,5706,1940
1.5,5,2,Mansion,University City,1,8729,,719433,2221,1989
3.0,3,1,Row House,Old City,1,8730,2018,940313,2501,1967
2.5,4,2,Row House,Fairmount,1,8731,2010,1286538,4593,1963
2.0,2,2,Condo,Rittenhouse Square,0,8732,2015,329051,4756,1989
3.0,4,2,Mansion,Northern Liberties,0,8733,2018,848852,2243,1941
4.0,6,0,Townhouse,Rittenhouse Square,1,8734,2018,1462529,4927,1939
3.0,3,0,Loft,Center City,1,8735,2020,926161,2061,1974
2.0,1,1,Mansion,Fairmount,1,8736,2018,1338653,2255,1928
2.5,2,2,Loft,Center City,0,8737,2018,1249600,2005,1914
1.0,4,0,Row House,Northern Liberties,1,8738,2018,924391,1227,2006
3.5,3,0,Single Family,Fishtown,1,8739,2018,982973,4458,1993
3.0,4,0,Loft,Bella Vista,0,8740,2020,1464510,3621,1961
1.5,1,1,Single Family,Old City,1,8741,2020,714204,5941,1950
1.5,5,0,Apartment,Rittenhouse Square,0,8742,2015,1169709,3493,1996
5.0,4,1,Single Family,Society Hill,1,8743,,659185,5765,1991
5.0,6,2,Row House,Northern Liberties,1,8744,2018,1355905,3659,2020
3.5,6,2,Mansion,Northern Liberties,1,8745,2020,856251,1312,1942
5.0,2,1,Single Family,Bella Vista,0,8746,2015,893530,4766,1957
3.0,2,0,Mansion,Old City,1,8747,2015,1418733,3887,1935
2.0,5,1,Row House,Society Hill,1,8748,2018,986625,2746,1956
2.0,3,1,Single Family,Society Hill,0,8749,2010,724554,1044,2012
2.0,1,1,Townhouse,Rittenhouse Square,1,8750,2018,188236,5213,2008
2.0,1,0,Row House,Center City,1,8751,2010,725101,4544,1991
2.5,3,0,Single Family,Rittenhouse Square,0,8752,2020,1360463,6949,2012
5.0,2,0,Loft,Society Hill,1,8753,2018,733233,2182,1944
4.0,6,1,Row House,Northern Liberties,1,8754,2015,216589,2987,2009
3.0,5,1,Single Family,Old City,1,8755,2020,1450403,1379,1929
4.5,3,2,Townhouse,Fishtown,1,8756,2015,624065,5961,1916
1.0,5,1,Single Family,Society Hill,0,8757,2015,1028635,5373,2010
1.0,4,2,Single Family,Fishtown,1,8758,2018,410695,1824,1976
4.5,4,0,Apartment,Chestnut Hill,1,8759,,1045629,6391,1914
3.5,1,0,Single Family,Fishtown,0,8760,,1457343,6442,1911
1.5,2,0,Loft,Northern Liberties,1,8761,2010,651065,3103,1901
3.0,5,1,Row House,Rittenhouse Square,1,8762,2015,648962,3232,1974
2.5,1,2,Loft,Northern Liberties,1,8763,2020,490702,4111,2020
3.5,3,2,Row House,Chestnut Hill,1,8764,2015,754146,4607,1902
2.5,3,0,Condo,Chestnut Hill,0,8765,2018,1489214,2219,1953
4.0,1,0,Mansion,University City,1,8766,2020,759776,5862,1905
4.0,1,0,Mansion,Fairmount,0,8767,2018,523422,4276,2020
4.0,5,2,Loft,Bella Vista,0,8768,2015,525338,5358,1985
3.0,1,0,Apartment,Bella Vista,0,8769,2015,448849,2634,1913
1.5,4,0,Row House,Chestnut Hill,1,8770,,270477,2207,1944
1.5,5,2,Loft,Society Hill,0,8771,2010,254255,5262,1959
2.5,6,2,Single Family,Bella Vista,0,8772,2015,250049,6600,1964
5.0,1,1,Row House,Bella Vista,0,8773,,1467509,6656,1981
3.0,2,2,Condo,Old City,1,8774,,1096613,1799,1994
1.0,6,0,Condo,Old City,1,8775,2018,755114,4124,1968
4.0,6,1,Loft,University City,0,8776,2018,1423151,4578,1950
5.0,6,1,Loft,Chestnut Hill,1,8777,2010,164953,1014,2015
4.0,3,2,Apartment,Society Hill,1,8778,,202169,1427,2019
4.0,4,0,Townhouse,Bella Vista,0,8779,2010,347360,2226,1968
4.5,1,1,Loft,Bella Vista,0,8780,2020,1169933,3933,1984
4.5,4,1,Apartment,Northern Liberties,0,8781,2010,806670,4805,1935
2.0,3,0,Mansion,Bella Vista,1,8782,2018,752330,1921,1975
3.5,2,0,Loft,University City,1,8783,2018,1157635,2995,2017
3.5,6,0,Row House,Northern Liberties,1,8784,,625553,4790,1986
3.5,1,1,Row House,Fairmount,1,8785,2018,1423141,5081,1978
2.5,4,2,Condo,Fairmount,0,8786,2010,689161,4678,1977
3.5,5,1,Row House,Chestnut Hill,0,8787,,1463190,6019,1981
4.0,4,1,Townhouse,Center City,0,8788,2020,838516,1628,1947
2.5,4,0,Apartment,University City,1,8789,2010,1136873,2664,1909
3.5,5,0,Single Family,Fairmount,1,8790,2018,1023691,3403,1955
3.0,1,1,Condo,University City,1,8791,2018,433875,2395,1965
2.0,1,0,Townhouse,Bella Vista,1,8792,2018,163554,3824,1918
2.0,1,0,Row House,Society Hill,0,8793,2020,1285093,6780,2007
4.0,3,1,Row House,University City,0,8794,,1189012,5198,1951
2.5,5,1,Single Family,Bella Vista,1,8795,2018,1346834,3469,1945
3.5,2,0,Townhouse,Fairmount,0,8796,2018,240855,6114,1987
1.5,6,0,Condo,Northern Liberties,1,8797,2020,1316239,5903,1961
3.5,5,0,Condo,Chestnut Hill,1,8798,2018,263512,4876,1992
4.0,5,2,Loft,Northern Liberties,0,8799,2018,1170915,2197,1959
1.0,5,0,Apartment,Society Hill,1,8800,,1471748,4598,1921
2.5,4,2,Single Family,Northern Liberties,1,8801,2018,586849,5987,1947
4.5,3,1,Loft,Old City,0,8802,,807464,6065,2001
2.5,5,1,Apartment,Rittenhouse Square,0,8803,2018,625420,1266,1904
2.0,4,0,Row House,Center City,1,8804,,580244,6568,2005
2.0,5,0,Mansion,Northern Liberties,1,8805,2010,490696,5583,1964
5.0,3,2,Mansion,Old City,0,8806,2015,290791,6005,1942
4.5,4,0,Single Family,University City,0,8807,2010,732515,6050,1966
1.0,6,1,Mansion,Bella Vista,0,8808,2015,652607,6195,2007
2.5,2,0,Apartment,Fishtown,1,8809,2015,459179,5438,1984
4.0,2,0,Apartment,Fishtown,0,8810,2020,1015186,3436,1903
4.5,3,2,Apartment,Northern Liberties,0,8811,2015,1016046,3414,1984
4.0,5,1,Row House,University City,1,8812,2015,1092740,2694,1996
3.0,1,2,Single Family,Rittenhouse Square,1,8813,2018,201100,5592,1970
1.5,6,0,Row House,Fairmount,0,8814,,557397,4885,1982
3.0,6,0,Apartment,Old City,1,8815,,279593,6661,1927
3.5,5,1,Loft,Bella Vista,1,8816,2020,1306584,4919,1981
1.5,6,0,Townhouse,Bella Vista,0,8817,2020,1418791,3519,1944
2.0,4,2,Townhouse,Fairmount,1,8818,,157562,5130,1968
2.5,2,1,Single Family,Center City,1,8819,2010,1193228,3120,2021
1.5,6,0,Single Family,Old City,0,8820,,986235,6242,1962
4.0,1,1,Mansion,Old City,1,8821,2020,1406559,4806,1940
1.0,6,2,Apartment,Northern Liberties,0,8822,2018,1267235,2476,1992
2.5,4,1,Mansion,Northern Liberties,0,8823,,988445,3751,1951
1.0,1,1,Apartment,Rittenhouse Square,1,8824,2010,832970,2673,2012
5.0,5,2,Single Family,University City,0,8825,2020,711931,3074,1929
1.0,6,0,Condo,Center City,0,8826,2018,899672,3880,2021
5.0,3,2,Condo,Bella Vista,0,8827,2010,691465,1094,1983
2.0,1,2,Single Family,University City,0,8828,2020,189127,4715,1933
3.5,1,1,Condo,Society Hill,1,8829,2018,769579,3168,1967
3.0,3,2,Townhouse,Fishtown,1,8830,2020,1123187,5843,1913
3.0,6,2,Townhouse,Fishtown,0,8831,2010,995936,5145,1963
4.0,1,0,Row House,Rittenhouse Square,1,8832,2018,849456,3686,1977
3.5,5,1,Mansion,Bella Vista,0,8833,2010,463051,1352,2001
2.5,6,2,Row House,Fishtown,0,8834,2010,675302,1720,1952
4.0,1,2,Condo,Chestnut Hill,1,8835,2015,1215459,6283,1903
1.0,2,0,Townhouse,Northern Liberties,0,8836,2010,629189,4802,1960
4.0,5,2,Loft,University City,0,8837,2015,780099,5193,1963
4.5,4,1,Mansion,Chestnut Hill,0,8838,2020,793164,5374,1921
2.0,2,0,Row House,Northern Liberties,0,8839,2020,1490333,6284,1941
5.0,1,1,Condo,Old City,0,8840,2010,968297,6481,1961
4.0,5,1,Mansion,University City,1,8841,2010,1239383,3782,1903
2.0,3,2,Apartment,Fishtown,1,8842,2020,419331,4009,1924
3.0,2,0,Apartment,Center City,1,8843,2020,333834,3411,1907
3.0,5,2,Mansion,Fishtown,1,8844,2015,1359473,5358,2018
5.0,4,0,Condo,Old City,1,8845,2018,589341,1968,1965
5.0,6,1,Single Family,Rittenhouse Square,1,8846,2010,481137,2691,1918
3.0,2,1,Row House,Chestnut Hill,1,8847,2018,1258203,6493,1943
4.5,6,0,Condo,Society Hill,0,8848,,1070723,2179,1967
3.5,2,2,Mansion,Center City,1,8849,,1407744,1996,1922
1.5,4,2,Apartment,Bella Vista,1,8850,2015,782992,1095,1912
1.5,2,1,Loft,Fairmount,1,8851,2018,302295,3346,1946
3.0,3,2,Condo,Old City,0,8852,,446884,1005,1926
4.0,3,2,Condo,Bella Vista,1,8853,2010,1345212,1263,2021
2.0,5,2,Townhouse,Old City,1,8854,2018,346107,1419,1964
4.0,1,2,Condo,University City,0,8855,2020,813096,4221,1929
3.0,3,0,Condo,Rittenhouse Square,1,8856,2020,1163718,3805,1952
1.0,6,1,Apartment,Bella Vista,0,8857,2015,913741,2443,1992
3.5,4,0,Townhouse,Old City,1,8858,,655333,6878,1943
3.0,2,2,Loft,Chestnut Hill,0,8859,2018,202583,3029,2016
2.0,5,2,Condo,Fishtown,1,8860,2018,276313,2142,1988
3.5,5,0,Row House,University City,1,8861,2015,1251766,6387,1926
1.0,2,2,Row House,Center City,0,8862,2015,916661,3299,1946
3.5,1,1,Mansion,University City,0,8863,2020,761577,2376,1900
5.0,3,2,Single Family,Northern Liberties,1,8864,2020,581610,2415,1980
3.0,4,0,Loft,University City,1,8865,2018,472318,5718,1921
5.0,1,0,Townhouse,Old City,1,8866,,776042,5455,1937
2.5,2,2,Townhouse,Old City,0,8867,2010,205319,3771,1985
4.0,5,1,Townhouse,Society Hill,1,8868,,1276690,6483,1903
2.5,4,1,Single Family,Bella Vista,0,8869,2020,1083425,1401,1919
1.0,4,1,Loft,Fishtown,1,8870,2018,1396270,1618,1983
1.0,5,2,Single Family,University City,0,8871,2018,376650,4373,1934
2.0,3,1,Apartment,University City,0,8872,,1299417,5416,2004
2.5,1,2,Condo,Center City,0,8873,2018,155230,5380,1964
5.0,5,2,Loft,Chestnut Hill,1,8874,,485922,867,2002
2.5,6,1,Mansion,Fishtown,0,8875,2015,568130,1504,1991
3.0,2,0,Apartment,University City,1,8876,2020,329766,4301,1969
